Date,Total Snow,Daily Delta,Min,Max,Mean
2019-06-08,2.0,-1.0,-0.1,10.3,3.95217391304
2019-06-09,2.0,0.0,2.2,9.9,6.18260869565
2019-06-06,2.0,-2.0,0.1,7.0,3.05652173913
2019-06-07,3.0,1.0,0.0,7.3,3.15652173913
2019-06-04,3.0,0.0,1.9,10.4,6.24347826087
2019-06-05,4.0,1.0,2.7,9.6,5.51304347826
2019-06-02,4.0,-2.0,4.1,14.7,8.94782608696
2019-06-03,3.0,-1.0,4.3,8.2,6.55217391304
2019-06-01,6.0,3.0,8.6,16.2,12.0913043478
2015-11-19,76.0,-1.0,-12.6,-6.4,-8.92608695652
2015-11-18,77.0,7.0,-8.7,-4.1,-5.84347826087
2015-11-11,9.0,9.0,-3.6,-1.3,-2.62173913043
2015-11-10,0,0.0,-7.6,0.8,-3.32173913043
2015-11-13,39.0,27.0,-1.9,1.7,-0.265217391304
2015-11-12,12.0,3.0,-3.3,-0.5,-2.46086956522
2015-11-15,48.0,1.0,-7.6,-4.5,-6.5347826087
2015-11-14,47.0,8.0,-5.1,-1.8,-3.17826086957
2015-11-17,70.0,19.0,-3.2,0.5,-1.04347826087
2015-11-16,51.0,3.0,-11.9,-2.4,-7.56956521739
2018-03-21,555.0,7.0,-4.1,2.0,-1.25217391304
2018-10-22,7.0,-1.0,-1.8,12.1,2.64782608696
2018-10-23,9.0,2.0,1.8,13.0,6.80434782609
2018-10-20,16.0,-2.0,1.1,10.7,6.77391304348
2018-10-21,8.0,-8.0,-2.8,7.4,1.1347826087
2018-10-26,5.0,-2.0,-1.5,3.9,1.76086956522
2018-10-27,3.0,-2.0,-2.0,5.7,2.22173913043
2018-10-24,10.0,1.0,2.0,9.1,4.43043478261
2018-10-25,7.0,-3.0,1.7,4.9,3.4
2018-10-28,13.0,10.0,0.1,5.2,1.58695652174
2018-10-29,18.0,5.0,0.0,2.4,0.778260869565
2018-01-16,316.0,4.0,-0.5,5.2,1.68695652174
2013-01-01,218.0,-7.0,-13.2,-3.6,-9.71739130435
2015-12-15,231.0,3.0,-9.7,-0.6,-3.86956521739
2013-01-03,226.0,0.0,-5.5,0.6,-3.37391304348
2013-01-02,226.0,8.0,-7.4,3.0,-1.86956521739
2013-01-05,228.0,3.0,-4.5,0.5,-1.41739130435
2013-01-04,225.0,-1.0,-4.2,-0.2,-1.81304347826
2013-01-07,251.0,14.0,-3.2,0.2,-1.52608695652
2013-01-06,237.0,9.0,-4.8,-1.4,-3.28695652174
2013-01-09,267.0,21.0,-6.7,-0.5,-3.41304347826
2013-01-08,246.0,-5.0,-6.6,-2.3,-4.75217391304
2015-12-18,244.0,11.0,-10.3,-2.1,-6.49565217391
2015-12-19,247.0,3.0,-6.8,-2.5,-5.00869565217
2014-03-31,400.0,-3.0,-7.4,5.9,-1.87391304348
2014-03-30,403.0,3.0,-4.3,6.1,-0.55652173913
2018-09-08,4.0,0.0,4.9,9.6,6.98695652174
2012-03-19,758.0,-7.0,-15.5,-2.6,-9.42173913043
2012-03-18,765.0,-2.0,-12.3,-0.8,-7.03043478261
2016-09-08,0,0,3.1,11.0,6.92608695652
2016-09-09,0,0,4.1,12.3,7.69130434783
2018-03-28,563.0,-6.0,-4.4,1.9,-0.891304347826
2012-02-26,580.0,-3.0,-12.8,-4.3,-9.34782608696
2012-03-11,693.0,13.0,-7.5,-2.5,-4.07826086957
2012-03-10,680.0,11.0,-3.6,0.3,-1.58260869565
2012-03-13,716.0,-8.0,-8.1,-2.2,-6.29130434783
2012-03-12,724.0,31.0,-7.6,-2.2,-6.22608695652
2012-03-15,757.0,33.0,-3.8,0.8,-2.04347826087
2012-03-14,724.0,8.0,-8.3,-2.0,-6.55652173913
2012-03-17,767.0,4.0,-13.3,2.7,-7.2
2012-03-16,763.0,6.0,-7.5,1.4,-3.00434782609
2017-04-15,536.0,-3.0,-2.4,2.9,-0.378260869565
2017-04-14,539.0,-8.0,-2.9,1.9,-0.35652173913
2017-04-17,548.0,9.0,-2.0,4.3,0.452173913043
2017-04-16,539.0,3.0,-7.7,5.8,-1.93913043478
2017-04-11,528.0,-4.0,-8.3,4.9,-2.63913043478
2017-04-10,532.0,7.0,-4.4,2.4,-1.58695652174
2017-04-13,547.0,7.0,-1.8,2.6,-0.104347826087
2017-04-12,540.0,12.0,-6.1,2.8,-2.38695652174
2017-04-19,548.0,-2.0,-0.1,4.6,1.61739130435
2017-04-18,550.0,2.0,-0.2,4.3,1.37391304348
2018-01-31,485.0,0.0,-8.2,-4.0,-5.75217391304
2017-08-24,0,0,0.0,0.0,0.0
2017-08-25,0,0,0.0,0.0,0.0
2017-03-09,388.0,0.0,-15.1,-7.3,-11.5913043478
2017-03-08,388.0,-3.0,-9.5,-5.9,-7.55217391304
2016-05-31,0,0,2.7,15.7,8.41739130435
2016-05-30,0,0,0.7,12.7,6.04347826087
2017-08-22,0,0,0.0,0.0,0.0
2017-08-23,0,0,0.0,0.0,0.0
2017-03-03,386.0,15.0,-5.2,-1.2,-3.30869565217
2017-03-02,371.0,15.0,-4.9,0.4,-2.4347826087
2017-03-01,356.0,-2.0,-6.8,-2.7,-5.06956521739
2017-03-07,391.0,0.0,-10.1,-4.2,-7.95217391304
2017-03-06,391.0,1.0,-11.4,-6.6,-9.16086956522
2017-03-05,390.0,2.0,-19.3,-5.8,-14.5304347826
2017-03-04,388.0,2.0,-12.4,-5.5,-8.65217391304
2014-08-09,0,0,4.2,19.5,11.3434782609
2014-08-08,0,0,4.2,17.3,10.8695652174
2019-05-30,3.0,-3.0,4.1,20.2,11.6043478261
2014-08-01,0,0,6.1,26.7,14.3304347826
2014-08-03,0,0,7.5,26.7,15.9826086957
2014-08-02,0,0,8.5,25.5,16.4956521739
2014-08-05,0,0,10.5,23.2,16.8
2014-08-04,0,0,8.7,26.2,16.9391304348
2014-08-07,0,0,4.0,18.1,11.3391304348
2014-08-06,0,0,9.9,19.6,14.4260869565
2014-11-14,0,0,-17.2,-5.4,-14.0684210526
2014-11-15,0,0,-16.2,-2.1,-12.9565217391
2014-11-16,0,0,-10.3,2.1,-7.27391304348
2014-11-17,0,0,-7.2,2.3,-4.32608695652
2014-11-10,0,0,-7.9,2.6,-3.79565217391
2014-11-11,0,0,-11.3,-4.1,-7.70434782609
2014-11-12,0,0,-15.8,-5.8,-12.752173913
2014-11-13,0,0,-17.2,-6.1,-13.8
2014-11-18,0,0,-2.8,5.4,0.195652173913
2014-11-19,5.0,5.0,-0.8,7.2,1.65652173913
2015-12-24,264.0,-1.0,-15.3,-8.8,-11.6130434783
2014-12-19,179.0,6.0,-2.2,0.3,-0.634782608696
2014-12-18,173.0,6.0,-5.5,-0.2,-2.3652173913
2012-04-12,878.0,-10.0,0.7,9.3,3.56086956522
2012-04-13,872.0,-6.0,-3.0,9.0,1.23076923077
2012-04-14,861.0,-11.0,-4.2,11.3,2.63043478261
2012-04-15,857.0,-4.0,-1.4,7.7,2.17391304348
2012-04-16,875.0,18.0,-0.2,7.4,2.73913043478
2012-04-17,856.0,-19.0,-1.6,3.6,0.817391304348
2014-12-11,159.0,19.0,-1.3,0.8,0.113043478261
2014-12-10,140.0,10.0,0.3,2.3,1.09565217391
2014-12-13,160.0,-1.0,-8.7,-1.9,-6.20869565217
2014-12-12,161.0,2.0,-2.5,0.4,-1.17826086957
2014-12-15,169.0,8.0,-12.4,-4.6,-10.0695652174
2014-12-14,161.0,1.0,-11.4,-3.6,-8.7
2014-12-17,167.0,-2.0,-2.1,0.7,-0.986956521739
2014-12-16,169.0,0.0,-4.2,0.7,-1.93043478261
2018-08-09,5.0,1.0,10.0,23.2,16.3434782609
2018-08-08,4.0,0.0,9.2,23.0,15.6695652174
2018-08-05,3.0,-3.0,6.1,20.7,12.5347826087
2018-08-04,6.0,2.0,9.6,18.4,13.3782608696
2018-08-07,4.0,0.0,7.3,22.5,14.6869565217
2018-08-06,4.0,1.0,8.0,20.5,13.6347826087
2018-08-01,5.0,0.0,9.7,21.8,15.9739130435
2018-08-03,4.0,0.0,9.0,15.3,12.2608695652
2018-08-02,4.0,-1.0,9.7,17.8,13.252173913
2017-11-28,203.0,15.0,-3.3,-2.0,-2.66956521739
2017-11-29,207.0,4.0,-2.6,-0.5,-1.76086956522
2017-11-26,183.0,14.0,-2.7,3.1,0.352173913043
2017-11-27,188.0,5.0,-4.5,-2.5,-3.49130434783
2017-11-24,152.0,-3.0,-1.0,1.5,0.0608695652174
2017-11-25,169.0,17.0,-1.0,1.4,0.00869565217391
2017-11-22,163.0,10.0,1.3,6.5,4.4652173913
2017-11-23,155.0,-8.0,0.0,5.4,2.21739130435
2017-11-20,155.0,24.0,-3.9,-0.6,-2.68260869565
2017-11-21,153.0,-2.0,-6.1,1.3,-3.98260869565
2013-10-29,0,0,-5.8,11.7,-1.18695652174
2013-10-28,0,-2.0,-5.5,2.5,-2.01304347826
2013-10-25,0,0,-1.3,17.2,3.9652173913
2013-10-24,0,0,1.2,17.1,7.40869565217
2013-10-27,2.0,2.0,0.6,7.8,2.50434782609
2013-10-26,0,0,-0.4,14.7,4.05217391304
2013-10-21,0,0,0.6,18.2,6.31304347826
2013-10-20,0,0,0.7,19.9,5.85217391304
2013-10-23,0,0,0.9,19.5,5.99565217391
2013-10-22,0,0,-0.4,18.8,5.77391304348
2012-07-15,0,0,7.8,21.4,12.8956521739
2012-07-14,0,0,8.1,25.6,16.1826086957
2012-07-17,0,0,10.2,23.4,16.2869565217
2012-07-16,0,0,12.0,23.9,16.3826086957
2012-07-11,0,0,4.6,22.5,12.5304347826
2012-07-10,0,0,9.7,20.9,14.2913043478
2012-07-13,0,0,7.0,25.9,15.3086956522
2012-07-12,0,0,5.2,24.3,13.8173913043
2012-07-19,0,0,8.2,21.9,14.1608695652
2012-07-18,0,0,8.1,19.5,14.2304347826
2019-09-09,4.0,-1.0,0.0,9.8,7.2347826087
2017-06-28,0,0,2.8,20.1,10.7086956522
2017-06-29,0,0,7.1,21.0,13.6608695652
2016-06-09,0,0,3.1,11.5,6.61304347826
2016-06-08,0,0,5.9,17.1,10.8695652174
2016-01-31,390.0,1.0,-9.6,-0.9,-4.99130434783
2012-12-01,100.0,6.0,-1.1,0.6,-0.0869565217391
2012-12-02,112.0,12.0,-2.7,-0.9,-1.97391304348
2012-12-03,121.0,9.0,-3.1,-1.3,-2.28260869565
2012-12-04,145.0,24.0,-3.3,-0.3,-1.93913043478
2012-12-05,158.0,13.0,-5.6,-3.4,-4.71739130435
2012-12-06,161.0,3.0,-5.0,-2.8,-4.06956521739
2012-12-07,171.0,10.0,-9.9,-4.3,-5.81739130435
2012-12-08,166.0,-5.0,-13.2,-6.1,-9.83913043478
2012-12-09,171.0,5.0,-11.2,2.8,-4.4347826087
2017-12-05,225.0,3.0,-5.0,0.9,-2.81304347826
2017-06-22,0,0,-1.7,14.6,5.55652173913
2017-12-07,225.0,0.0,-6.9,0.0,-4.27391304348
2017-12-06,225.0,0.0,-7.4,-3.0,-5.71739130435
2017-12-01,221.0,6.0,-3.5,-1.8,-2.67826086957
2017-12-03,223.0,1.0,-14.9,-6.7,-10.9695652174
2017-06-23,0,0,0.9,18.3,8.70434782609
2017-12-09,234.0,7.0,-0.6,7.1,3.15217391304
2016-06-07,0,0.0,5.2,20.5,12.7869565217
2015-05-03,183.0,-1.0,-4.8,10.5,1.18260869565
2015-05-02,184.0,-18.0,-3.0,7.0,1.36956521739
2015-05-01,202.0,-11.0,0.4,6.1,2.69565217391
2016-06-06,0.0,0.0,9.1,21.7,15.5043478261
2015-05-07,129.0,-9.0,-2.7,13.0,3.05217391304
2015-05-06,138.0,-12.0,-1.8,8.7,1.72608695652
2015-05-05,150.0,-19.0,-3.2,7.6,0.852173913043
2015-05-04,169.0,-14.0,1.2,8.3,4.26086956522
2017-06-26,0,0,0.0,19.4,13.5869565217
2015-05-09,95.0,-17.0,0.7,16.6,7.16086956522
2015-05-08,112.0,-17.0,-1.6,15.0,5.18695652174
2014-04-16,410.0,-2.0,-2.4,6.6,0.921739130435
2014-04-17,412.0,2.0,0.9,6.5,2.99565217391
2014-04-14,411.0,-1.0,-2.9,10.0,2.79565217391
2014-04-15,412.0,1.0,-0.2,6.9,2.20869565217
2014-04-12,401.0,-8.0,-1.8,9.0,1.69565217391
2014-04-13,412.0,11.0,-6.5,12.4,0.508695652174
2014-04-10,406.0,5.0,-1.3,5.3,1.16956521739
2014-04-11,409.0,3.0,1.4,6.9,3.3652173913
2015-01-10,263.0,4.0,-3.3,3.5,0.2
2015-01-11,259.0,-4.0,-8.6,1.4,-4.73913043478
2015-01-12,253.0,-6.0,-9.5,0.1,-6.01739130435
2015-01-13,255.0,2.0,-5.0,6.1,0.565217391304
2015-01-14,251.0,-4.0,-2.4,7.3,0.195652173913
2015-01-15,262.0,11.0,-1.3,4.1,1.68695652174
2014-04-18,409.0,-3.0,-4.9,6.9,0.182608695652
2014-04-19,421.0,12.0,-2.2,4.1,0.239130434783
2019-09-14,3.0,0.0,4.2,7.6,6.36956521739
2019-09-15,2.0,-1.0,1.8,7.7,4.39130434783
2019-09-16,2.0,0.0,0.5,8.6,3.95652173913
2019-09-17,3.0,1.0,3.9,8.7,5.37826086957
2019-09-10,4.0,0.0,0.0,11.5,6.08695652174
2019-09-11,3.0,-1.0,0.0,11.9,6.19565217391
2019-09-12,4.0,1.0,6.7,8.9,7.71304347826
2019-09-13,3.0,-1.0,5.1,9.9,6.87826086957
2019-09-18,3.0,0.0,4.8,9.2,6.12608695652
2013-06-30,0,0,7.9,22.8,14.2304347826
2012-11-29,87.0,5.0,0.5,2.8,1.69565217391
2012-11-28,82.0,4.0,-2.6,3.7,0.304347826087
2012-11-27,78.0,1.0,-9.2,2.1,-6.08695652174
2012-11-26,77.0,-1.0,-10.2,-1.0,-7.68695652174
2012-11-25,78.0,-3.0,-11.2,-3.0,-6.88695652174
2012-11-24,81.0,4.0,-4.6,-2.0,-2.82173913043
2012-11-23,77.0,12.0,-2.4,0.1,-0.717391304348
2012-11-22,65.0,-1.0,-7.1,-2.2,-4.89130434783
2012-11-21,66.0,7.0,-8.8,-1.4,-5.10434782609
2012-11-20,59.0,10.0,-4.5,0.5,-2.00434782609
2019-06-19,4.0,-1.0,2.6,10.3,6.34782608696
2019-06-18,5.0,-1.0,5.3,13.1,10.2434782609
2019-06-15,4.0,1.0,5.4,20.1,12.7086956522
2019-06-14,3.0,-3.0,2.8,17.1,9.93043478261
2019-06-17,6.0,1.0,7.6,15.6,11.7739130435
2019-06-16,5.0,1.0,8.1,19.0,13.5956521739
2019-06-11,3.0,0.0,4.6,21.3,11.8043478261
2019-06-10,3.0,1.0,5.5,13.1,8.31739130435
2019-06-13,6.0,1.0,10.1,19.6,14.2739130435
2019-06-12,5.0,2.0,7.6,22.7,14.7565217391
2015-11-28,84.0,0.0,-9.1,-2.6,-7.14782608696
2015-11-29,85.0,1.0,-8.0,-1.5,-5.96086956522
2015-11-24,86.0,4.0,-12.4,-6.2,-9.82608695652
2015-11-25,82.0,-4.0,-17.1,-6.8,-14.0826086957
2015-11-26,83.0,1.0,-11.2,-4.1,-9.19565217391
2015-11-27,84.0,1.0,-10.6,-4.4,-8.39130434783
2015-11-20,73.0,-3.0,-14.6,-4.7,-11.5956521739
2015-11-21,77.0,4.0,-5.7,1.0,-3.57391304348
2015-11-22,79.0,2.0,-1.8,3.3,0.321739130435
2015-11-23,82.0,3.0,-5.5,0.2,-2.17391304348
2013-05-30,0,0,3.8,10.5,6.22173913043
2013-05-31,0,0,-1.0,10.6,4.61304347826
2018-10-31,21.0,1.0,0.1,6.6,2.42608695652
2018-10-30,20.0,2.0,0.2,3.0,1.40434782609
2015-12-14,228.0,0.0,-8.4,-4.4,-5.61304347826
2015-12-09,214.0,17.0,-2.3,0.6,-0.904347826087
2015-12-08,197.0,20.0,-0.9,1.6,0.591304347826
2015-12-03,114.0,15.0,0.0,2.1,0.639130434783
2015-12-02,99.0,8.0,-1.3,1.7,0.3
2015-12-01,91.0,5.0,-4.5,2.8,0.469565217391
2015-12-07,177.0,29.0,0.0,2.4,0.773913043478
2015-12-06,148.0,21.0,-0.7,1.1,-0.104347826087
2015-12-05,127.0,6.0,-1.6,-0.4,-1.0
2015-12-04,121.0,7.0,-1.8,1.3,-0.817391304348
2015-12-17,233.0,3.0,-11.1,-1.3,-6.90869565217
2013-01-30,278.0,1.0,-2.6,3.0,0.560869565217
2013-01-31,283.0,5.0,0.2,3.1,1.80869565217
2015-12-10,218.0,4.0,-5.8,-1.5,-3.98695652174
2015-12-11,218.0,0.0,-5.0,-0.7,-2.80869565217
2015-02-20,295.0,30.0,-6.0,4.8,-0.75652173913
2018-09-30,1.0,0.0,-2.5,5.5,0.217391304348
2014-03-08,300.0,15.0,-0.5,1.4,0.452173913043
2014-03-09,313.0,13.0,-1.4,1.0,0.147826086957
2015-02-21,267.0,-28.0,-6.3,3.5,-2.24347826087
2014-03-04,276.0,1.0,-9.8,0.2,-5.29130434783
2014-03-05,280.0,4.0,-13.0,-3.9,-8.03913043478
2014-03-06,286.0,6.0,-13.2,-2.5,-10.447826087
2014-03-07,285.0,-1.0,-1.6,4.7,2.24782608696
2014-03-01,263.0,-7.0,-27.1,-9.3,-18.2130434783
2014-03-02,270.0,7.0,-18.2,-13.3,-16.6304347826
2014-03-03,275.0,5.0,-18.0,-2.1,-14.8434782609
2019-09-07,5.0,2.0,0.0,17.8,10.5565217391
2016-10-08,2.0,0.0,-0.6,1.8,0.347826086957
2016-10-09,4.0,2.0,-2.0,1.1,-0.739130434783
2016-10-06,0,0,-0.6,6.3,2.89565217391
2016-10-07,2.0,2.0,0.0,3.6,1.15652173913
2016-10-04,0,0,0.8,7.2,3.65652173913
2016-10-05,0,0,0.4,7.0,2.99565217391
2016-10-02,0,0,-1.7,7.3,1.75217391304
2016-10-03,0,0,-1.8,7.4,2.26956521739
2016-10-01,0,0,-1.1,5.0,2.10434782609
2019-09-06,3.0,0.0,0.0,20.3,7.5652173913
2016-09-13,0,0,-0.1,17.6,6.3
2016-09-12,0,0,-1.0,12.7,5.50869565217
2016-09-11,0,0,2.9,9.4,5.4347826087
2016-09-10,0,0,9.3,11.4,10.4260869565
2012-03-28,815.0,8.0,-1.5,2.9,0.404347826087
2012-03-29,834.0,19.0,-3.3,0.4,-1.9652173913
2016-09-15,0,0,2.8,17.0,9.12173913043
2013-09-13,1.0,0.0,7.0,27.6,14.8565217391
2012-03-24,781.0,0.0,-14.6,5.2,-6.89130434783
2012-03-25,795.0,14.0,-10.9,8.1,-2.70869565217
2012-03-26,800.0,5.0,-7.0,9.2,-0.969565217391
2012-03-27,807.0,7.0,-3.0,5.2,0.682608695652
2012-03-20,793.0,35.0,-6.6,-3.1,-5.25652173913
2012-03-21,779.0,-14.0,-7.5,0.0,-5.02173913043
2012-03-22,783.0,4.0,-12.5,0.0,-4.28695652174
2012-03-23,781.0,-2.0,-9.9,4.4,-4.00434782609
2014-07-15,0,0.0,9.7,27.6,18.5391304348
2014-07-14,0.0,0.0,10.8,29.0,18.7434782609
2019-08-19,4.0,0.0,6.6,13.9,9.99130434783
2016-05-08,204.0,-44.0,-0.4,10.0,5.68695652174
2016-05-09,186.0,-18.0,-1.2,12.6,5.12173913043
2016-05-01,355.0,-17.0,0.4,18.4,7.43043478261
2016-05-02,333.0,-22.0,3.8,17.9,9.70434782609
2016-05-03,308.0,-25.0,5.6,11.9,7.51739130435
2016-05-04,281.0,-27.0,0.2,10.8,5.0
2016-05-05,272.0,-9.0,-3.0,13.9,2.8652173913
2016-05-06,263.0,-9.0,-1.4,21.0,6.54347826087
2016-05-07,248.0,-15.0,4.3,18.4,10.5739130435
2016-06-18,0,0,0.8,15.7,8.26956521739
2016-06-19,0,0,4.8,14.6,9.1
2016-06-16,0,0,3.1,7.1,4.80869565217
2016-06-17,0,0,3.0,13.4,6.13043478261
2016-06-14,0,0,0.4,8.1,3.79565217391
2016-06-15,0,0,0.9,9.3,4.00869565217
2014-08-30,0,0,5.2,10.3,7.65217391304
2014-08-31,0,0,2.9,11.2,6.66956521739
2016-06-10,0,0,1.9,11.2,6.2
2016-06-11,0,0,2.8,10.1,5.78260869565
2014-07-19,0,0,10.6,15.4,12.4956521739
2014-07-18,0,0,13.0,20.1,15.3391304348
2018-04-29,630.0,-22.0,-2.2,8.2,3.46956521739
2018-04-28,652.0,-8.0,3.4,9.3,6.37826086957
2013-05-18,99.0,-28.0,2.3,11.2,5.62608695652
2018-04-23,659.0,6.0,-5.7,9.2,-0.173913043478
2018-04-22,653.0,-7.0,-7.7,3.9,-1.97391304348
2018-04-21,660.0,7.0,-2.4,1.6,-0.395652173913
2018-04-20,653.0,5.0,0.3,3.6,1.66086956522
2018-04-27,660.0,0.0,-1.1,17.1,5.85217391304
2018-04-26,660.0,0.0,-0.7,15.3,5.34782608696
2018-04-25,660.0,-1.0,-3.3,13.0,3.49130434783
2018-04-24,661.0,2.0,-2.5,12.0,3.66086956522
2012-04-07,859.0,-2.0,-13.6,7.6,-5.30434782609
2012-04-06,861.0,-2.0,-12.9,4.8,-6.03043478261
2012-04-05,863.0,3.0,-7.3,6.6,-2.8347826087
2012-04-04,860.0,-7.0,-12.3,5.3,-4.29565217391
2012-04-03,867.0,35.0,-1.9,2.4,-0.865217391304
2014-12-29,203.0,-7.0,-19.3,-10.0,-15.4
2012-04-01,828.0,-4.0,-9.3,3.9,-4.22173913043
2014-12-24,206.0,4.0,-6.3,-1.9,-3.41304347826
2014-12-25,203.0,-3.0,-12.2,-4.0,-7.45217391304
2014-12-26,203.0,0.0,-10.4,-2.9,-7.5347826087
2014-12-27,214.0,11.0,-3.5,-0.6,-2.11304347826
2014-12-20,189.0,10.0,-1.7,0.1,-0.904347826087
2014-12-21,194.0,5.0,-1.2,0.5,-0.347826086957
2012-04-09,882.0,17.0,-3.8,12.8,2.6652173913
2012-04-08,865.0,6.0,-10.3,9.4,-2.81304347826
2018-08-30,2.0,-2.0,4.4,12.1,8.09565217391
2018-08-31,3.0,1.0,5.8,12.8,8.56956521739
2018-08-23,6.0,3.0,11.6,18.8,14.3043478261
2015-09-30,0,0,4.9,19.0,9.92173913043
2018-08-22,3.0,1.0,5.7,23.0,13.6739130435
2019-04-19,473.0,0.0,-0.2,5.2,1.03043478261
2019-04-18,473.0,10.0,1.6,5.5,2.9347826087
2017-11-30,215.0,8.0,-1.0,0.6,-0.24347826087
2012-07-28,0,0,8.1,17.9,12.3913043478
2012-07-29,0,0,8.0,19.6,12.3347826087
2013-10-12,0,0,-1.0,5.1,0.891304347826
2013-10-13,0,0,-3.2,10.2,0.778260869565
2013-10-14,0,0,-1.8,15.5,3.18260869565
2013-03-16,403.0,10.0,-2.3,2.2,-0.286956521739
2013-10-16,0.0,0.0,2.2,11.5,4.62173913043
2013-10-17,0,0.0,-2.3,14.2,2.54347826087
2013-10-18,0,0,-0.3,17.1,4.62608695652
2013-10-19,0,0,0.0,18.7,6.0347826087
2012-07-22,0,0,5.4,14.4,8.71739130435
2012-07-23,0,0,7.2,15.1,9.18260869565
2012-07-24,0,0,5.9,20.9,11.9130434783
2012-07-25,0,0,7.4,23.5,14.1217391304
2012-07-26,0,0,7.1,21.7,13.2086956522
2012-07-27,0,0,8.4,20.3,13.7217391304
2013-03-18,410.0,2.0,-7.8,2.7,-4.49565217391
2014-11-09,0,0,-1.0,4.4,0.947826086957
2014-11-08,0,0,2.8,6.9,5.35217391304
2018-08-29,4.0,2.0,6.5,15.5,10.1347826087
2013-03-19,413.0,3.0,-8.7,3.4,-4.24347826087
2014-11-03,17.0,0.0,2.4,4.9,3.41739130435
2014-11-02,17.0,-1.0,-1.6,5.1,1.64347826087
2014-11-01,18.0,-2.0,-1.1,5.2,0.75652173913
2018-08-28,2.0,0.0,5.2,18.4,10.4
2014-11-07,0,0,0.8,6.6,3.0347826087
2014-11-06,0,-2.0,4.4,8.8,6.71304347826
2014-11-05,2.0,-3.0,-0.6,6.4,1.26086956522
2014-11-04,5.0,-12.0,1.3,5.5,3.18260869565
2019-04-10,452.0,3.0,-0.9,4.0,1.29565217391
2019-04-17,463.0,-8.0,0.6,5.3,2.16086956522
2019-04-16,471.0,0.0,-4.8,2.8,-1.43913043478
2019-04-15,471.0,2.0,-3.8,2.0,-1.68695652174
2019-04-14,469.0,-6.0,-2.7,1.4,-1.04782608696
2012-12-17,188.0,5.0,-9.8,-4.8,-7.93913043478
2012-12-16,183.0,3.0,-6.9,-5.2,-5.95652173913
2012-12-15,180.0,7.0,-7.2,-4.4,-5.45217391304
2012-12-14,173.0,-2.0,-13.9,-3.8,-8.25652173913
2012-12-13,175.0,1.0,-11.6,-2.2,-4.58695652174
2012-12-12,174.0,-3.0,-9.1,-3.0,-5.5347826087
2012-12-11,177.0,7.0,-3.6,2.4,-1.54347826087
2012-12-10,170.0,-1.0,-3.5,3.6,-0.108695652174
2017-12-30,256.0,7.0,-21.2,-14.2,-18.7913043478
2017-12-31,252.0,-4.0,-17.0,-9.8,-14.9347826087
2016-01-08,268.0,2.0,-13.0,-5.0,-9.71304347826
2016-01-09,268.0,0.0,-12.0,-5.9,-9.16086956522
2012-12-19,191.0,8.0,-8.5,-4.2,-6.72173913043
2012-12-18,183.0,-5.0,-14.4,-6.5,-9.56956521739
2014-04-05,413.0,0.0,-1.4,3.1,0.147826086957
2014-04-04,413.0,4.0,-0.9,7.1,1.10869565217
2014-04-07,413.0,5.0,0.3,9.3,4.7347826087
2014-04-06,408.0,-5.0,-1.9,4.0,0.926086956522
2014-04-01,403.0,3.0,-10.5,7.1,-2.33913043478
2019-02-21,389.0,-9.0,-17.9,-3.4,-9.80869565217
2015-01-09,259.0,11.0,-7.0,7.3,-2.11304347826
2014-04-02,402.0,-1.0,-6.0,5.9,-1.26956521739
2015-01-07,252.0,-4.0,-3.6,6.7,2.50434782609
2015-01-06,256.0,13.0,-1.0,6.6,4.30869565217
2015-01-05,243.0,17.0,-15.9,2.1,-7.45217391304
2015-01-04,226.0,9.0,-18.9,-1.4,-15.3304347826
2015-01-03,217.0,-5.0,-14.6,-4.6,-9.3652173913
2015-01-02,222.0,5.0,-2.9,5.4,1.81304347826
2015-01-01,217.0,3.0,-4.9,3.5,-2.3347826087
2019-09-04,6.0,2.0,8.2,15.5,11.6608695652
2013-06-01,0,0,1.9,11.4,5.63913043478
2013-06-02,0,0,3.3,15.1,6.40434782609
2013-06-03,0,0,3.8,16.2,8.47391304348
2013-06-04,0,0,3.6,16.2,9.34347826087
2013-06-05,0,0,6.8,14.8,10.9739130435
2013-06-06,0,0,1.6,15.7,8.69565217391
2013-06-07,0,0,7.4,11.3,9.04347826087
2013-06-08,0,0,5.1,9.6,7.70869565217
2013-06-09,0,0,0.3,12.0,5.9652173913
2016-02-23,461.0,8.0,-13.1,4.3,-6.39130434783
2016-02-22,453.0,-6.0,-8.4,1.2,-2.59130434783
2016-02-21,459.0,16.0,-7.6,2.3,-3.15652173913
2016-02-20,443.0,-12.0,-4.0,0.8,-1.73043478261
2016-02-27,468.0,-11.0,-4.8,7.2,0.326086956522
2016-02-26,479.0,9.0,-1.2,5.1,3.42608695652
2014-07-28,0,0,5.7,22.2,12.6260869565
2014-07-29,0,0,7.0,22.5,14.0869565217
2014-07-26,0,0,5.0,15.8,10.3782608696
2014-07-27,0,0,3.7,19.3,10.647826087
2014-07-24,0,0,7.7,15.0,9.99130434783
2014-07-25,0,0,6.6,16.1,9.95652173913
2014-07-22,0,0,7.6,15.0,10.7130434783
2014-07-23,0,0,5.5,16.4,10.0826086957
2014-07-20,0,0,5.2,15.3,9.36956521739
2014-07-21,0,0,7.1,15.0,10.2565217391
2019-06-20,4.0,0.0,1.9,11.2,5.33043478261
2019-06-21,5.0,1.0,6.9,17.0,10.3739130435
